timestamp,usage_MB,limit_MB
1756321814.3249514,778.28515625,15659.9453125
1756321818.3370922,778.28515625,15659.9453125
1756321822.3431883,779.9765625,15659.9453125
1756321826.3539903,778.7265625,15659.9453125
1756321830.367951,778.7265625,15659.9453125
1756321834.3755887,778.296875,15659.9453125
1756321838.3820047,758.51953125,15659.9453125
1756321842.3973029,769.72265625,15659.9453125
1756321846.4098542,764.05078125,15659.9453125
1756321850.4210918,767.8125,15659.9453125
1756321854.4330285,767.8046875,15659.9453125
1756321858.442194,758.80078125,15659.9453125
1756321862.4515736,758.76953125,15659.9453125
1756321866.4622476,758.80078125,15659.9453125
1756321870.4723787,758.61328125,15659.9453125
1756321874.4833658,758.65625,15659.9453125
1756321878.4924142,758.95703125,15659.9453125
1756321882.5039814,758.80078125,15659.9453125
1756321886.514535,758.86328125,15659.9453125
1756321890.5263503,759.1484375,15659.9453125
1756321894.5357187,759.40625,15659.9453125
1756321898.5476396,759.1640625,15659.9453125
1756321902.5567434,759.171875,15659.9453125
1756321906.5655303,746.23828125,15659.9453125
1756321910.5750787,746.2421875,15659.9453125
1756321914.5886261,746.4921875,15659.9453125
1756321918.5955107,746.41796875,15659.9453125
1756321922.6058261,746.4140625,15659.9453125
1756321926.6246057,746.1796875,15659.9453125
1756321930.6448822,743.35546875,15659.9453125
1756321934.6566908,743.91796875,15659.9453125
1756321938.666286,743.671875,15659.9453125
1756321942.6754286,744.1796875,15659.9453125
1756321946.6847987,743.9609375,15659.9453125
1756321950.6951737,743.9609375,15659.9453125
1756321954.7049928,743.7265625,15659.9453125
1756321958.716566,743.72265625,15659.9453125
1756321962.7299938,743.9765625,15659.9453125
1756321966.7430813,743.8046875,15659.9453125
1756321970.7553656,743.82421875,15659.9453125
1756321974.7651172,744.08984375,15659.9453125
1756321978.7779763,743.83984375,15659.9453125
1756321982.7917173,744.3359375,15659.9453125
1756321986.800736,743.84375,15659.9453125
1756321990.8105767,744.08984375,15659.9453125
1756321994.8222353,744.09765625,15659.9453125
1756321998.8326526,744.34765625,15659.9453125
1756322002.8426812,744.10546875,15659.9453125
1756322006.85526,744.1015625,15659.9453125
1756322010.8645566,744.35546875,15659.9453125
1756322014.8757198,744.14453125,15659.9453125
1756322018.8847234,743.890625,15659.9453125
1756322022.8962004,744.41796875,15659.9453125
1756322026.911186,740.39453125,15659.9453125
1756322030.9204876,727.5078125,15659.9453125
1756322034.9309623,726.30078125,15659.9453125
1756322038.940625,732.32421875,15659.9453125
1756322042.9534116,732.2578125,15659.9453125
1756322046.964053,732.26171875,15659.9453125
1756322050.9743924,732.515625,15659.9453125
1756322054.9842918,732.76953125,15659.9453125
1756322058.9939482,721.59375,15659.9453125
1756322063.0048404,721.09765625,15659.9453125
1756322067.0159163,721.59765625,15659.9453125
1756322071.027532,721.359375,15659.9453125
1756322075.0361555,728.515625,15659.9453125
1756322079.0460095,725.5234375,15659.9453125
1756322083.0565588,725.265625,15659.9453125
1756322087.0682428,725.25,15659.9453125
1756322091.0805285,723.65234375,15659.9453125
1756322095.0931756,723.75390625,15659.9453125
1756322099.101608,723.515625,15659.9453125
1756322103.1110904,716.89453125,15659.9453125
1756322107.119726,723.0390625,15659.9453125
1756322111.13148,717.79296875,15659.9453125
1756322115.1411116,720.578125,15659.9453125
1756322119.152168,720.08984375,15659.9453125
1756322123.1649675,720.72265625,15659.9453125
1756322127.17368,720.9921875,15659.9453125
1756322131.1819851,720.76171875,15659.9453125
1756322135.1914291,720.52734375,15659.9453125
1756322139.202026,716.52734375,15659.9453125
1756322143.2157586,716.54296875,15659.9453125
1756322147.226856,716.57421875,15659.9453125
1756322151.2356853,716.34375,15659.9453125
1756322155.2460656,716.83984375,15659.9453125
1756322159.2570138,716.359375,15659.9453125
1756322163.2669199,716.3828125,15659.9453125
1756322167.2770414,714.3984375,15659.9453125
1756322171.2870455,714.91796875,15659.9453125
1756322175.2968493,715.1796875,15659.9453125
1756322179.306035,714.703125,15659.9453125
1756322183.3203537,626.03515625,15659.9453125
1756322187.3365443,710.640625,15659.9453125
1756322191.3491244,667.19921875,15659.9453125
1756322195.3616781,648.18359375,15659.9453125
