timestamp,usage_MB,limit_MB
1756652946.604107,759.12890625,15659.94140625
1756652951.6088448,1032.046875,15659.94140625
1756652956.63218,1015.04296875,15659.94140625
1756652961.654225,1015.84765625,15659.94140625
1756652966.6687307,1015.90625,15659.94140625
1756652971.6840343,1016.02734375,15659.94140625
1756652976.708701,1016.12109375,15659.94140625
1756652981.7174835,1016.21484375,15659.94140625
1756652986.7299275,1016.30078125,15659.94140625
1756652991.7434592,1016.37109375,15659.94140625
1756652996.7694213,1016.4375,15659.94140625
1756653001.7895498,1002.5625,15659.94140625
1756653006.801585,1002.63671875,15659.94140625
1756653011.8158338,1002.53515625,15659.94140625
1756653016.831488,1002.9921875,15659.94140625
1756653021.8465464,1002.91796875,15659.94140625
1756653026.878005,1003.00390625,15659.94140625
1756653031.8918412,1003.1796875,15659.94140625
1756653036.9052725,1003.29296875,15659.94140625
1756653041.918358,1003.375,15659.94140625
1756653046.9304495,1003.46875,15659.94140625
1756653051.944254,1003.59375,15659.94140625
1756653056.9600356,1003.6640625,15659.94140625
1756653061.9749,1003.8515625,15659.94140625
1756653066.9880116,1004.0,15659.94140625
1756653072.010695,1004.0234375,15659.94140625
1756653077.0244572,1004.13671875,15659.94140625
1756653082.0402043,1004.0703125,15659.94140625
1756653087.0593705,1004.16015625,15659.94140625
1756653092.0737536,1004.40234375,15659.94140625
1756653097.0915732,1004.52734375,15659.94140625
1756653102.1072245,1004.73828125,15659.94140625
1756653107.1228323,1004.93359375,15659.94140625
1756653112.1397293,1005.0234375,15659.94140625
1756653117.156905,1005.09375,15659.94140625
1756653122.1755433,1005.20703125,15659.94140625
1756653127.1932697,1005.3046875,15659.94140625
1756653132.2066894,1005.3125,15659.94140625
1756653137.221506,1005.35546875,15659.94140625
1756653142.237647,1005.21875,15659.94140625
1756653147.2537134,1005.31640625,15659.94140625
1756653152.2781014,1005.26953125,15659.94140625
1756653157.2922645,1005.3125,15659.94140625
1756653162.3088508,1005.48828125,15659.94140625
1756653167.3226933,1005.546875,15659.94140625
1756653172.3383973,1005.73828125,15659.94140625
1756653177.3560805,1005.84375,15659.94140625
1756653182.3720233,1007.24609375,15659.94140625
1756653187.3893838,1007.3203125,15659.94140625
1756653192.4048016,1007.58203125,15659.94140625
1756653197.4188452,1007.6328125,15659.94140625
1756653202.4336329,1007.78515625,15659.94140625
1756653207.4498775,1007.84375,15659.94140625
1756653212.466964,1008.0625,15659.94140625
1756653217.4845407,1007.89453125,15659.94140625
1756653222.5019982,1008.078125,15659.94140625
1756653227.5282042,1007.9296875,15659.94140625
1756653232.5439775,1008.1015625,15659.94140625
1756653237.559898,1008.15625,15659.94140625
1756653242.5785522,1008.2421875,15659.94140625
1756653247.5917816,1008.26953125,15659.94140625
1756653252.6038384,1008.45703125,15659.94140625
1756653257.6171973,1008.54296875,15659.94140625
1756653262.630379,1008.72265625,15659.94140625
1756653267.6430042,1008.80078125,15659.94140625
1756653272.65597,1008.984375,15659.94140625
1756653277.6765754,1009.1015625,15659.94140625
1756653282.6940718,1009.30078125,15659.94140625
1756653287.7091422,1009.34375,15659.94140625
1756653292.723591,1009.33984375,15659.94140625
1756653297.7382195,1009.4140625,15659.94140625
1756653302.753294,1009.4140625,15659.94140625
1756653307.7698834,1009.5078125,15659.94140625
1756653312.7855723,1009.71484375,15659.94140625
1756653317.8002088,1009.8671875,15659.94140625
1756653322.8169506,1010.0625,15659.94140625
1756653327.8330657,1010.15234375,15659.94140625
1756653332.848349,1010.37890625,15659.94140625
1756653337.8640332,1010.48828125,15659.94140625
1756653342.879552,1010.6796875,15659.94140625
1756653347.8961377,1010.7734375,15659.94140625
1756653352.911799,1011.01171875,15659.94140625
1756653357.9286518,1011.1328125,15659.94140625
1756653362.9432898,1011.09375,15659.94140625
1756653367.9685295,1147.30859375,15659.94140625
1756653373.0038493,784.640625,15659.94140625
1756653378.0287113,776.87890625,15659.94140625
1756653383.049483,771.25,15659.94140625
