timestamp,usage_MB,limit_MB
1756656046.9590695,795.078125,15659.94140625
1756656051.9744432,835.625,15659.94140625
1756656056.9879673,832.64453125,15659.94140625
1756656062.004943,836.0,15659.94140625
1756656067.018127,818.15625,15659.94140625
1756656072.030214,818.16015625,15659.94140625
1756656077.042483,808.578125,15659.94140625
1756656082.0550244,808.5703125,15659.94140625
1756656087.0678554,808.86328125,15659.94140625
1756656092.0804048,809.796875,15659.94140625
1756656097.093365,810.09375,15659.94140625
1756656102.1060162,810.12890625,15659.94140625
1756656107.1200435,810.375,15659.94140625
1756656112.1323824,816.57421875,15659.94140625
1756656117.1442494,816.60546875,15659.94140625
1756656122.15746,816.60546875,15659.94140625
1756656127.171433,816.36328125,15659.94140625
1756656132.1839952,816.41796875,15659.94140625
1756656137.197384,816.67578125,15659.94140625
1756656142.2121258,816.7578125,15659.94140625
1756656147.2233274,816.52734375,15659.94140625
1756656152.2354343,816.98046875,15659.94140625
1756656157.2469084,816.546875,15659.94140625
1756656162.2630107,817.0546875,15659.94140625
1756656167.2724411,816.8046875,15659.94140625
1756656172.2877202,816.80859375,15659.94140625
1756656177.3015118,816.7578125,15659.94140625
1756656182.315331,816.54296875,15659.94140625
1756656187.3265748,816.79296875,15659.94140625
1756656192.3385196,816.85546875,15659.94140625
1756656197.3497083,816.609375,15659.94140625
1756656202.3633447,819.22265625,15659.94140625
1756656207.3763633,818.98828125,15659.94140625
1756656212.3893814,811.05859375,15659.94140625
1756656217.402004,811.55859375,15659.94140625
1756656222.4139473,811.39453125,15659.94140625
1756656227.4268372,811.609375,15659.94140625
1756656232.4402666,811.1796875,15659.94140625
1756656237.452817,824.46484375,15659.94140625
1756656242.4661813,816.80859375,15659.94140625
1756656247.4799252,816.74609375,15659.94140625
1756656252.492174,817.015625,15659.94140625
1756656257.5041392,817.26171875,15659.94140625
1756656262.5175302,816.79296875,15659.94140625
1756656267.5292559,817.2890625,15659.94140625
1756656272.542619,817.0390625,15659.94140625
1756656277.555595,816.984375,15659.94140625
1756656282.568147,816.99609375,15659.94140625
1756656287.5805047,817.0,15659.94140625
1756656292.5927536,817.15234375,15659.94140625
1756656297.6049905,816.91015625,15659.94140625
1756656302.61836,816.83203125,15659.94140625
1756656307.630879,816.86328125,15659.94140625
1756656312.6418583,817.40625,15659.94140625
1756656317.6534665,819.58203125,15659.94140625
1756656322.6644697,819.10546875,15659.94140625
1756656327.6757824,819.34765625,15659.94140625
1756656332.689473,819.25390625,15659.94140625
1756656337.7026396,819.2578125,15659.94140625
1756656342.7154973,819.2109375,15659.94140625
1756656347.7282636,819.21484375,15659.94140625
1756656352.7423146,821.1953125,15659.94140625
1756656357.7570407,820.9140625,15659.94140625
1756656361.7696347,820.91796875,15659.94140625
1756656365.780741,821.171875,15659.94140625
1756656369.7917016,820.92578125,15659.94140625
1756656373.8053045,820.8046875,15659.94140625
1756656377.8173518,820.76953125,15659.94140625
1756656381.8289287,820.8046875,15659.94140625
1756656385.8426135,821.05078125,15659.94140625
1756656389.854182,821.05859375,15659.94140625
1756656393.86601,820.76171875,15659.94140625
1756656397.8778274,820.7734375,15659.94140625
1756656401.8889036,820.765625,15659.94140625
1756656405.901715,821.26953125,15659.94140625
1756656409.9135582,821.0546875,15659.94140625
1756656413.9252129,820.82421875,15659.94140625
1756656417.9380608,821.0703125,15659.94140625
1756656421.9499478,821.109375,15659.94140625
1756656425.9619377,820.93359375,15659.94140625
1756656429.9732485,815.12109375,15659.94140625
1756656433.984503,825.2578125,15659.94140625
1756656437.9966872,824.640625,15659.94140625
1756656442.0103781,816.296875,15659.94140625
1756656446.0225177,814.05859375,15659.94140625
1756656450.0331357,813.88671875,15659.94140625
1756656454.045438,816.1640625,15659.94140625
1756656458.0582612,816.125,15659.94140625
1756656462.0703478,816.07421875,15659.94140625
1756656466.081829,815.83203125,15659.94140625
1756656470.0932055,816.0859375,15659.94140625
1756656474.103723,815.96875,15659.94140625
1756656478.1142886,816.13671875,15659.94140625
1756656482.1273935,816.34765625,15659.94140625
1756656486.138846,815.8671875,15659.94140625
1756656490.1521306,816.328125,15659.94140625
1756656494.16449,823.9609375,15659.94140625
1756656498.1763017,830.41796875,15659.94140625
1756656502.1874013,829.96484375,15659.94140625
1756656506.1992111,830.21875,15659.94140625
1756656510.211584,827.7578125,15659.94140625
1756656514.2219985,827.76171875,15659.94140625
1756656518.2340045,828.02734375,15659.94140625
1756656522.2469182,827.8359375,15659.94140625
1756656526.259088,827.56640625,15659.94140625
1756656530.2720907,827.85546875,15659.94140625
1756656534.2842026,828.08984375,15659.94140625
1756656538.2956123,827.99609375,15659.94140625
1756656542.3084798,813.92578125,15659.94140625
1756656546.3203216,813.67578125,15659.94140625
1756656550.3318598,813.421875,15659.94140625
1756656554.342715,813.44921875,15659.94140625
1756656558.3539917,813.4609375,15659.94140625
1756656562.3661857,813.5234375,15659.94140625
1756656566.3777494,813.43359375,15659.94140625
1756656570.3924637,813.7265625,15659.94140625
1756656574.4036872,836.47265625,15659.94140625
1756656578.4155977,836.39453125,15659.94140625
1756656582.4283369,835.5625,15659.94140625
1756656586.4391353,835.79296875,15659.94140625
1756656590.4531693,819.6328125,15659.94140625
1756656595.4657273,826.12890625,15659.94140625
1756656600.4785323,825.94140625,15659.94140625
1756656605.489399,826.1953125,15659.94140625
1756656610.5025914,825.49609375,15659.94140625
1756656615.5143847,825.5234375,15659.94140625
1756656620.5286503,824.9140625,15659.94140625
1756656625.5407054,824.91015625,15659.94140625
1756656630.5536609,825.16015625,15659.94140625
1756656635.5653284,825.078125,15659.94140625
1756656640.5775135,824.84375,15659.94140625
1756656645.590153,824.875,15659.94140625
1756656650.609507,818.7421875,15659.94140625
1756656655.6378431,818.7421875,15659.94140625
1756656660.6584015,771.2421875,15659.94140625
1756656665.6709578,763.75,15659.94140625
