timestamp,usage_MB,limit_MB
1756664921.6450884,868.55078125,15659.94921875
1756664925.6630478,868.5546875,15659.94921875
1756664929.7036226,868.5546875,15659.94921875
1756664933.7141142,868.5546875,15659.94921875
1756664937.7251863,868.55859375,15659.94921875
1756664941.7358468,868.5625,15659.94921875
1756664945.748373,868.5625,15659.94921875
1756664949.7599294,868.5625,15659.94921875
1756664953.769942,868.5625,15659.94921875
1756664957.780118,868.5625,15659.94921875
1756664961.7902374,868.56640625,15659.94921875
1756664965.8021836,981.453125,15659.94921875
1756664969.8227496,1077.6640625,15659.94921875
1756664973.8376658,1077.74609375,15659.94921875
1756664977.852617,1078.2421875,15659.94921875
1756664981.8651595,1078.26171875,15659.94921875
1756664985.875863,1078.29296875,15659.94921875
1756664989.88708,1078.38671875,15659.94921875
1756664993.8999588,1075.7421875,15659.94921875
1756664997.9121892,1075.77734375,15659.94921875
1756665001.924001,1075.80859375,15659.94921875
1756665005.9372234,1075.8359375,15659.94921875
1756665009.9490666,1075.84765625,15659.94921875
1756665013.9618568,1075.8828125,15659.94921875
1756665017.975498,1048.9609375,15659.94921875
1756665022.0020123,869.1796875,15659.94921875
1756665026.0296853,869.18359375,15659.94921875
