timestamp,usage_MB,limit_MB
1756665227.2962697,2441.1328125,15659.94921875
1756665231.3095324,2440.3828125,15659.94921875
1756665235.3203735,2440.3828125,15659.94921875
1756665239.3319511,2440.3828125,15659.94921875
1756665243.3421175,2440.3828125,15659.94921875
1756665247.3547125,2440.3828125,15659.94921875
1756665251.3661375,2440.3828125,15659.94921875
1756665255.3785617,2467.51171875,15659.94921875
1756665259.391649,2444.6953125,15659.94921875
1756665263.4080436,2404.05078125,15659.94921875
1756665267.4316816,2403.69921875,15659.94921875
1756665271.4577487,2403.70703125,15659.94921875
