timestamp,usage_MB,limit_MB
1756664364.8004503,2423.63671875,15659.94921875
1756664368.809807,2386.63671875,15659.94921875
1756664372.8185997,2386.63671875,15659.94921875
1756664376.82846,2350.140625,15659.94921875
1756664380.8370483,2350.140625,15659.94921875
1756664384.846228,2350.1484375,15659.94921875
1756664388.8556657,2350.16015625,15659.94921875
1756664392.8642256,2350.16015625,15659.94921875
1756664396.8739436,2350.16015625,15659.94921875
1756664400.8829763,2350.16015625,15659.94921875
1756664404.892393,2349.66015625,15659.94921875
1756664408.9012022,2349.66015625,15659.94921875
1756664412.9092557,2348.8125,15659.94921875
1756664416.9182417,2348.81640625,15659.94921875
1756664420.9303818,2348.81640625,15659.94921875
1756664424.938634,2348.81640625,15659.94921875
1756664428.9517577,2459.26953125,15659.94921875
1756664432.9666035,2448.11328125,15659.94921875
1756664436.9765222,2453.51953125,15659.94921875
1756664440.9870553,2426.375,15659.94921875
1756664445.0054061,2422.9296875,15659.94921875
1756664449.0223281,2401.625,15659.94921875
1756664453.044007,2401.625,15659.94921875
