timestamp,usage_MB,limit_MB
1756664923.654534,2453.48828125,15659.94921875
1756664927.6673424,2452.73828125,15659.94921875
1756664931.7070308,2452.73828125,15659.94921875
1756664935.718009,2451.9921875,15659.94921875
1756664939.7289577,2451.98828125,15659.94921875
1756664943.7406385,2451.98828125,15659.94921875
1756664947.752912,2451.98828125,15659.94921875
1756664951.763844,2451.98828125,15659.94921875
1756664955.7735796,2451.98828125,15659.94921875
1756664959.7838242,2451.98828125,15659.94921875
1756664963.7946784,2451.98828125,15659.94921875
1756664967.8089204,2478.96484375,15659.94921875
1756664971.8276987,2511.5625,15659.94921875
1756664975.8451395,2521.484375,15659.94921875
1756664979.8578203,2521.41015625,15659.94921875
1756664983.8687992,2511.8984375,15659.94921875
1756664987.8799157,2508.79296875,15659.94921875
1756664991.8920105,2510.92578125,15659.94921875
1756664995.9051359,2511.63671875,15659.94921875
1756664999.9167547,2511.1953125,15659.94921875
1756665003.9290848,2505.31640625,15659.94921875
1756665007.9419794,2505.07421875,15659.94921875
1756665011.9540768,2505.4453125,15659.94921875
1756665015.9678097,2505.21875,15659.94921875
1756665019.9847422,2443.26171875,15659.94921875
1756665024.0122914,2443.26171875,15659.94921875
