timestamp,usage_MB,limit_MB
1756317280.169806,299.88671875,15659.953125
1756317284.18319,300.015625,15659.953125
1756317288.197178,460.1953125,15659.953125
1756317292.2140913,501.65234375,15659.953125
1756317296.24117,553.83203125,15659.953125
1756317300.2549407,622.55859375,15659.953125
1756317304.267579,721.8125,15659.953125
1756317308.281622,768.5546875,15659.953125
1756317312.2931783,799.3203125,15659.953125
1756317316.3020797,865.08203125,15659.953125
1756317320.3118987,853.67578125,15659.953125
1756317324.3222067,843.94921875,15659.953125
1756317328.332109,848.81640625,15659.953125
1756317332.3420088,834.03125,15659.953125
1756317336.352838,825.03515625,15659.953125
1756317340.3630388,825.6796875,15659.953125
1756317344.3736815,825.4765625,15659.953125
1756317348.3839798,826.09765625,15659.953125
1756317352.3937943,818.4296875,15659.953125
1756317356.4055762,812.734375,15659.953125
1756317360.425519,832.36328125,15659.953125
1756317364.4406228,835.3125,15659.953125
1756317368.4563847,835.3359375,15659.953125
1756317372.47174,835.3515625,15659.953125
1756317376.4918277,832.4375,15659.953125
1756317380.510272,832.9375,15659.953125
1756317384.5293808,832.94140625,15659.953125
1756317388.546526,832.94140625,15659.953125
1756317392.567358,820.48828125,15659.953125
1756317396.5850928,820.51953125,15659.953125
1756317400.6044362,821.609375,15659.953125
1756317404.6155176,799.28515625,15659.953125
1756317408.6336389,799.28515625,15659.953125
1756317412.6530998,810.3203125,15659.953125
1756317416.6844063,824.15234375,15659.953125
1756317420.7041306,824.15234375,15659.953125
1756317424.725588,824.171875,15659.953125
1756317428.7414365,824.171875,15659.953125
