timestamp,usage_MB,limit_MB
1756664081.9785526,2445.5078125,15659.94921875
1756664085.989203,2504.52734375,15659.94921875
1756664089.999204,2511.15234375,15659.94921875
1756664094.0118253,2498.4453125,15659.94921875
1756664098.022426,2500.01953125,15659.94921875
1756664102.0325046,2494.52734375,15659.94921875
1756664106.044102,2494.859375,15659.94921875
1756664110.0538776,2495.30078125,15659.94921875
1756664114.0646684,2494.98046875,15659.94921875
1756664118.0759242,2495.87109375,15659.94921875
1756664122.0867782,2495.5546875,15659.94921875
1756664126.0970566,2495.58203125,15659.94921875
1756664130.1073833,2495.88671875,15659.94921875
1756664134.1176019,2496.7890625,15659.94921875
1756664138.1292758,2497.12109375,15659.94921875
1756664142.1412733,2486.2578125,15659.94921875
1756664146.1511133,2485.2265625,15659.94921875
1756664150.1618521,2485.234375,15659.94921875
1756664154.1732616,2487.484375,15659.94921875
1756664158.1864095,2478.63671875,15659.94921875
1756664162.196812,2478.88671875,15659.94921875
1756664166.2085104,2478.9140625,15659.94921875
1756664170.2209475,2478.9140625,15659.94921875
1756664174.2317677,2478.62890625,15659.94921875
1756664178.2421622,2478.45703125,15659.94921875
1756664182.2529504,2478.44921875,15659.94921875
1756664186.2642822,2478.85546875,15659.94921875
1756664190.274038,2479.11328125,15659.94921875
1756664194.2859552,2479.1015625,15659.94921875
1756664198.297129,2479.19140625,15659.94921875
1756664202.3070648,2479.43359375,15659.94921875
1756664206.3242617,2477.27734375,15659.94921875
1756664210.340293,2481.03125,15659.94921875
1756664214.3607469,2481.6015625,15659.94921875
1756664218.380771,2477.74609375,15659.94921875
1756664222.4058733,2477.74609375,15659.94921875
