timestamp,usage_MB,limit_MB
1756664226.4263747,749.3203125,15659.94921875
1756664230.4361923,1023.99609375,15659.94921875
1756664234.445216,1011.84765625,15659.94921875
1756664238.4591494,1012.29296875,15659.94921875
1756664242.469213,1012.33203125,15659.94921875
1756664246.4787915,1012.3515625,15659.94921875
1756664250.4893446,1012.46484375,15659.94921875
1756664254.4988494,1010.296875,15659.94921875
1756664258.5087469,1010.31640625,15659.94921875
1756664262.5190492,1010.359375,15659.94921875
1756664266.529408,1010.33984375,15659.94921875
1756664270.5435336,1010.375,15659.94921875
1756664274.5528924,1010.40625,15659.94921875
1756664278.5639548,1010.4296875,15659.94921875
1756664282.57523,1010.453125,15659.94921875
1756664286.5860214,1010.48828125,15659.94921875
1756664290.5979722,1010.2109375,15659.94921875
1756664294.607082,1010.2265625,15659.94921875
1756664298.616759,1010.28125,15659.94921875
1756664302.62726,1010.3046875,15659.94921875
1756664306.637,1010.35546875,15659.94921875
1756664310.6472757,1010.40625,15659.94921875
1756664314.6581542,1010.5078125,15659.94921875
1756664318.6674435,1010.546875,15659.94921875
1756664322.6777465,1010.59375,15659.94921875
1756664326.6897874,1010.9140625,15659.94921875
1756664330.7003663,1010.921875,15659.94921875
1756664334.7099273,1010.15234375,15659.94921875
1756664338.7183554,1010.0546875,15659.94921875
1756664342.7274504,1010.125,15659.94921875
1756664346.7372391,1010.13671875,15659.94921875
1756664350.747038,979.5390625,15659.94921875
1756664354.764391,796.73046875,15659.94921875
1756664358.7865534,779.09765625,15659.94921875
