timestamp,usage_MB,limit_MB
1756327016.505845,490.0703125,15659.9453125
1756327020.520932,490.30859375,15659.9453125
1756327024.548116,490.66796875,15659.9453125
1756327028.5472271,490.9140625,15659.9453125
1756327032.5723567,491.140625,15659.9453125
1756327036.6056044,491.36328125,15659.9453125
1756327040.6191955,491.640625,15659.9453125
1756327044.635086,491.74609375,15659.9453125
1756327048.660324,491.96484375,15659.9453125
1756327052.6737292,485.25390625,15659.9453125
1756327056.6883738,478.54296875,15659.9453125
1756327060.7082484,478.80078125,15659.9453125
1756327064.725498,478.91015625,15659.9453125
1756327068.7450857,479.1328125,15659.9453125
1756327072.7609699,472.7578125,15659.9453125
1756327076.773732,473.23828125,15659.9453125
1756327080.787474,466.625,15659.9453125
1756327084.7999349,460.04296875,15659.9453125
1756327088.8137908,453.421875,15659.9453125
1756327092.8275433,453.59375,15659.9453125
1756327096.8443449,453.8125,15659.9453125
1756327100.8566093,454.01171875,15659.9453125
1756327104.8737428,448.5390625,15659.9453125
1756327108.887883,448.125,15659.9453125
1756327112.8992136,443.3203125,15659.9453125
1756327116.9109356,440.80078125,15659.9453125
1756327120.9370914,431.48046875,15659.9453125
1756327124.952867,421.30859375,15659.9453125
1756327128.968899,394.1796875,15659.9453125
1756327132.9834294,394.41796875,15659.9453125
1756327136.999026,334.3203125,15659.9453125
1756327141.0118914,334.55859375,15659.9453125
1756327145.0361028,334.66796875,15659.9453125
1756327149.050075,334.90625,15659.9453125
1756327153.0681355,335.12109375,15659.9453125
1756327157.0828338,335.359375,15659.9453125
1756327161.0982955,335.72265625,15659.9453125
1756327165.113796,335.953125,15659.9453125
1756327169.136561,336.17578125,15659.9453125
1756327173.1469505,336.40234375,15659.9453125
1756327177.1613832,336.66796875,15659.9453125
1756327181.1799262,336.8828125,15659.9453125
1756327185.191534,337.01171875,15659.9453125
1756327189.208547,337.24609375,15659.9453125
1756327193.221141,337.46484375,15659.9453125
1756327197.2361019,337.703125,15659.9453125
1756327201.249459,337.93359375,15659.9453125
1756327205.2631588,338.04296875,15659.9453125
1756327209.2766843,338.30859375,15659.9453125
