timestamp,usage_MB,limit_MB
1756665031.049663,2443.26171875,15659.94921875
1756665035.0650065,2496.4921875,15659.94921875
1756665039.076995,2497.58984375,15659.94921875
1756665043.0880346,2496.828125,15659.94921875
1756665047.0997236,2491.55859375,15659.94921875
1756665051.1282005,2482.890625,15659.94921875
1756665055.138944,2482.18359375,15659.94921875
1756665059.1504927,2462.6328125,15659.94921875
1756665063.1617694,2462.64453125,15659.94921875
1756665067.1740587,2462.453125,15659.94921875
1756665071.185084,2468.06640625,15659.94921875
1756665075.2075863,2467.3125,15659.94921875
1756665079.233702,2467.31640625,15659.94921875
1756665083.2512808,2416.49609375,15659.94921875
1756665087.270223,2416.49609375,15659.94921875
1756665091.2957585,2416.49609375,15659.94921875
