timestamp,usage_MB,limit_MB
1756665029.0481508,869.19140625,15659.94921875
1756665033.0579154,1098.13671875,15659.94921875
1756665037.0726802,1087.234375,15659.94921875
1756665041.0835497,1087.2890625,15659.94921875
1756665045.095741,1088.05078125,15659.94921875
1756665049.1240332,1088.0625,15659.94921875
1756665053.135084,1088.25390625,15659.94921875
1756665057.1454678,1088.30078125,15659.94921875
1756665061.1578996,1088.34375,15659.94921875
1756665065.1685758,1091.6796875,15659.94921875
1756665069.1809523,1091.703125,15659.94921875
1756665073.198417,1091.7578125,15659.94921875
1756665077.223221,1091.75390625,15659.94921875
1756665081.2472026,1123.26171875,15659.94921875
1756665085.263469,883.546875,15659.94921875
1756665089.2842553,883.52734375,15659.94921875
