timestamp,usage_MB,limit_MB
1756663355.6335235,575.0390625,15659.94921875
1756663359.6426022,575.0390625,15659.94921875
1756663363.6534219,575.03515625,15659.94921875
1756663367.662657,575.05078125,15659.94921875
1756663371.670558,575.05078125,15659.94921875
1756663375.6796942,570.921875,15659.94921875
1756663379.6879394,570.921875,15659.94921875
1756663383.6978288,570.921875,15659.94921875
1756663387.705044,570.9375,15659.94921875
1756663391.715143,570.94921875,15659.94921875
1756663395.722965,560.5390625,15659.94921875
1756663399.73264,563.703125,15659.94921875
1756663403.7409396,563.7421875,15659.94921875
1756663407.7496867,548.8125,15659.94921875
1756663411.7569404,548.8125,15659.94921875
1756663415.7657955,548.96875,15659.94921875
1756663419.7745938,727.17578125,15659.94921875
1756663423.787075,836.9609375,15659.94921875
1756663427.8004272,837.09765625,15659.94921875
1756663431.8090816,829.8203125,15659.94921875
1756663435.8192112,829.9140625,15659.94921875
1756663439.8302948,817.58984375,15659.94921875
1756663443.840708,799.109375,15659.94921875
1756663447.8521929,799.1640625,15659.94921875
1756663451.8620524,799.234375,15659.94921875
1756663455.8719618,799.265625,15659.94921875
1756663459.8811164,789.94921875,15659.94921875
1756663463.8946514,791.5390625,15659.94921875
1756663467.9056623,780.109375,15659.94921875
1756663471.9163938,780.28125,15659.94921875
1756663475.9267833,780.38671875,15659.94921875
1756663479.9382846,769.1953125,15659.94921875
1756663483.947832,768.9765625,15659.94921875
1756663487.9583173,769.75,15659.94921875
1756663491.9691973,769.81640625,15659.94921875
1756663495.990166,769.9296875,15659.94921875
1756663500.0107164,788.3984375,15659.94921875
1756663504.0281825,566.0859375,15659.94921875
1756663508.0497572,565.83984375,15659.94921875
