timestamp,usage_MB,limit_MB
1756665094.3138957,883.52734375,15659.94921875
1756665098.3277173,1108.171875,15659.94921875
1756665102.3399642,1106.0234375,15659.94921875
1756665106.3541696,1106.109375,15659.94921875
1756665110.3699303,1106.26953125,15659.94921875
1756665114.3816676,1106.2890625,15659.94921875
1756665118.393308,1106.63671875,15659.94921875
1756665122.4052286,1106.671875,15659.94921875
1756665126.4161766,1106.703125,15659.94921875
1756665130.4278371,1104.01171875,15659.94921875
1756665134.439683,1099.46875,15659.94921875
1756665138.454095,1099.49609375,15659.94921875
1756665142.4671395,1099.50390625,15659.94921875
1756665146.4899104,1103.00390625,15659.94921875
1756665150.5101252,881.5,15659.94921875
1756665154.5516968,881.5,15659.94921875
