timestamp,usage_MB,limit_MB
1756657215.1595812,728.19921875,15659.94140625
1756657220.1801248,726.54296875,15659.94140625
1756657225.1951385,717.51171875,15659.94140625
1756657230.220918,717.51171875,15659.94140625
1756657235.2687533,717.51171875,15659.94140625
1756657240.2804298,717.51171875,15659.94140625
1756657245.2915316,717.51171875,15659.94140625
1756657250.3013492,717.51171875,15659.94140625
1756657255.310601,717.26171875,15659.94140625
1756657260.3207197,717.26171875,15659.94140625
1756657265.3301868,717.7109375,15659.94140625
1756657270.3410983,717.7265625,15659.94140625
1756657275.3505812,717.7265625,15659.94140625
1756657280.3611016,706.7265625,15659.94140625
1756657285.3696058,706.7265625,15659.94140625
1756657290.3817236,706.7265625,15659.94140625
1756657295.3925102,706.7265625,15659.94140625
1756657300.4012341,706.734375,15659.94140625
1756657305.410552,702.0234375,15659.94140625
1756657310.4191663,702.0234375,15659.94140625
1756657315.4285607,702.0234375,15659.94140625
1756657320.4399173,702.02734375,15659.94140625
1756657325.4519298,702.02734375,15659.94140625
1756657330.460361,701.77734375,15659.94140625
1756657335.4695668,701.77734375,15659.94140625
1756657340.4803183,697.27734375,15659.94140625
1756657345.4886217,697.27734375,15659.94140625
1756657350.4980707,697.27734375,15659.94140625
1756657355.5078218,697.27734375,15659.94140625
1756657360.5180964,697.27734375,15659.94140625
1756657364.5273678,697.27734375,15659.94140625
1756657368.5355594,697.27734375,15659.94140625
1756657372.5446339,697.27734375,15659.94140625
1756657376.5526419,697.27734375,15659.94140625
1756657380.561541,697.27734375,15659.94140625
1756657384.5716174,697.32421875,15659.94140625
1756657388.5805018,697.32421875,15659.94140625
1756657392.5910718,697.32421875,15659.94140625
1756657396.5991218,697.32421875,15659.94140625
1756657400.6078453,697.32421875,15659.94140625
1756657404.6166434,697.07421875,15659.94140625
1756657408.625248,697.07421875,15659.94140625
1756657412.6334505,696.82421875,15659.94140625
1756657416.6412404,696.82421875,15659.94140625
1756657420.651391,971.171875,15659.94140625
1756657424.665694,993.04296875,15659.94140625
1756657428.6788585,993.27734375,15659.94140625
1756657432.6888633,993.3125,15659.94140625
1756657436.7000427,993.3359375,15659.94140625
1756657441.7162051,993.67578125,15659.94140625
1756657446.7265763,993.72265625,15659.94140625
1756657449.739271,993.7890625,15659.94140625
1756657453.7513983,993.875,15659.94140625
1756657457.7624855,993.90234375,15659.94140625
1756657462.792942,993.96875,15659.94140625
1756657467.8097093,994.00390625,15659.94140625
1756657472.8215122,994.03125,15659.94140625
1756657477.8476505,994.3125,15659.94140625
1756657482.8702571,993.5390625,15659.94140625
1756657487.8935447,995.79296875,15659.94140625
1756657492.9217913,995.8125,15659.94140625
1756657497.944825,996.08984375,15659.94140625
1756657502.9737296,995.88671875,15659.94140625
1756657507.993073,996.38671875,15659.94140625
1756657513.002192,994.9921875,15659.94140625
1756657518.021776,995.328125,15659.94140625
1756657523.041753,995.1015625,15659.94140625
1756657528.0679595,995.40625,15659.94140625
1756657533.097322,995.26953125,15659.94140625
1756657538.1265762,995.27734375,15659.94140625
1756657543.15395,995.21875,15659.94140625
1756657548.1758409,995.25390625,15659.94140625
1756657553.2017095,995.27734375,15659.94140625
1756657558.2228699,995.31640625,15659.94140625
1756657563.2457342,995.0859375,15659.94140625
1756657568.2694092,995.1171875,15659.94140625
1756657573.2919762,1004.22265625,15659.94140625
1756657578.3157444,1000.74609375,15659.94140625
1756657583.3398192,1000.7421875,15659.94140625
1756657588.3640583,1001.02734375,15659.94140625
1756657593.4048104,1000.83203125,15659.94140625
1756657598.4296346,1001.1328125,15659.94140625
1756657603.4553416,1000.90625,15659.94140625
1756657608.4805207,1000.94140625,15659.94140625
1756657613.5054572,1001.015625,15659.94140625
1756657618.5314205,1001.08984375,15659.94140625
1756657623.552314,1000.90625,15659.94140625
1756657628.5698469,1000.92578125,15659.94140625
1756657633.59394,1000.859375,15659.94140625
1756657638.6194637,1000.9296875,15659.94140625
1756657643.6473486,995.87890625,15659.94140625
1756657648.6716025,995.9609375,15659.94140625
1756657653.6975057,996.171875,15659.94140625
1756657658.723841,996.3671875,15659.94140625
1756657663.7464082,996.55859375,15659.94140625
1756657668.7711759,996.640625,15659.94140625
1756657673.792439,996.8359375,15659.94140625
1756657678.8219304,996.8984375,15659.94140625
1756657683.8514361,997.15234375,15659.94140625
1756657688.8766496,997.23828125,15659.94140625
1756657693.890062,997.40234375,15659.94140625
1756657698.9165618,997.31640625,15659.94140625
1756657703.939802,997.51953125,15659.94140625
1756657708.9672692,997.4296875,15659.94140625
1756657713.9933615,997.69921875,15659.94140625
1756657719.0141358,997.77734375,15659.94140625
1756657724.0366535,998.1328125,15659.94140625
1756657729.0628765,998.23046875,15659.94140625
1756657734.0876198,998.515625,15659.94140625
1756657739.1113727,998.60546875,15659.94140625
1756657744.1385982,998.88671875,15659.94140625
1756657749.1601896,999.0859375,15659.94140625
1756657754.1813,999.3046875,15659.94140625
1756657759.2034135,999.41796875,15659.94140625
1756657764.2275116,999.71875,15659.94140625
1756657769.2501748,999.82421875,15659.94140625
1756657774.2737741,1000.02734375,15659.94140625
1756657779.29514,1000.15234375,15659.94140625
1756657784.3214324,1000.3046875,15659.94140625
1756657789.3440266,1000.484375,15659.94140625
1756657794.36344,1000.7421875,15659.94140625
1756657798.3915193,1000.79296875,15659.94140625
1756657802.4182892,1001.3359375,15659.94140625
1756657806.4457855,1001.16796875,15659.94140625
1756657810.4654067,1001.21875,15659.94140625
1756657814.490383,1001.53515625,15659.94140625
1756657818.513471,1001.609375,15659.94140625
1756657822.536816,1001.9453125,15659.94140625
1756657826.5624354,1001.9609375,15659.94140625
1756657830.5897038,1002.05078125,15659.94140625
1756657834.614643,1002.33203125,15659.94140625
1756657838.64172,1002.41796875,15659.94140625
1756657842.6680567,1003.2109375,15659.94140625
1756657846.6859725,1002.67578125,15659.94140625
1756657850.6998558,1002.9921875,15659.94140625
1756657854.714947,1002.96875,15659.94140625
1756657858.7410724,1003.04296875,15659.94140625
1756657862.7635014,1003.3359375,15659.94140625
1756657866.7911487,1003.4296875,15659.94140625
1756657870.8162985,1003.51171875,15659.94140625
1756657874.8416226,1003.79296875,15659.94140625
1756657878.865744,1003.87109375,15659.94140625
1756657882.8857,1004.17578125,15659.94140625
1756657886.9123816,1004.2734375,15659.94140625
1756657890.9374204,1004.83203125,15659.94140625
1756657894.9632394,1004.84375,15659.94140625
1756657898.9840717,1004.92578125,15659.94140625
1756657903.0113175,1005.20703125,15659.94140625
1756657907.035901,1005.28125,15659.94140625
1756657911.0604157,1005.4921875,15659.94140625
1756657915.0843768,1005.71875,15659.94140625
1756657919.114144,1005.92578125,15659.94140625
1756657923.136978,1006.2734375,15659.94140625
1756657927.1559029,1006.35546875,15659.94140625
1756657931.1788688,1006.4375,15659.94140625
1756657935.2016275,1006.609375,15659.94140625
1756657939.2214713,1006.69140625,15659.94140625
1756657943.2376027,1006.98046875,15659.94140625
1756657947.253306,1007.05859375,15659.94140625
1756657951.2768142,1007.59765625,15659.94140625
1756657955.2953658,1007.44140625,15659.94140625
1756657959.315683,1007.51171875,15659.94140625
1756657963.3279693,1007.7421875,15659.94140625
