timestamp,usage_MB,limit_MB
1756664228.430064,2477.7578125,15659.94921875
1756664232.439449,2541.8984375,15659.94921875
1756664236.4486392,2550.91796875,15659.94921875
1756664240.462808,2543.22265625,15659.94921875
1756664244.4729397,2539.4453125,15659.94921875
1756664248.4829535,2539.52734375,15659.94921875
1756664252.4928424,2539.87890625,15659.94921875
1756664256.5031023,2539.38671875,15659.94921875
1756664260.5131192,2535.046875,15659.94921875
1756664264.5230188,2492.3515625,15659.94921875
1756664268.5337367,2492.109375,15659.94921875
1756664272.546942,2492.140625,15659.94921875
1756664276.5576804,2492.1484375,15659.94921875
1756664280.5680995,2492.546875,15659.94921875
1756664284.578731,2492.5546875,15659.94921875
1756664288.5906456,2493.0,15659.94921875
1756664292.601359,2492.453125,15659.94921875
1756664296.6107326,2492.44921875,15659.94921875
1756664300.6213179,2492.7421875,15659.94921875
1756664304.6311207,2492.74609375,15659.94921875
1756664308.6409633,2492.54296875,15659.94921875
1756664312.6515446,2492.7890625,15659.94921875
1756664316.6619046,2492.796875,15659.94921875
1756664320.6720269,2495.109375,15659.94921875
1756664324.6820989,2495.4609375,15659.94921875
1756664328.6938,2494.625,15659.94921875
1756664332.7031171,2494.72265625,15659.94921875
1756664336.7132173,2482.6953125,15659.94921875
1756664340.7222633,2482.953125,15659.94921875
1756664344.731782,2482.6015625,15659.94921875
1756664348.7410595,2482.59375,15659.94921875
1756664352.7536256,2442.37890625,15659.94921875
1756664356.7728653,2442.38671875,15659.94921875
1756664360.7931876,2429.63671875,15659.94921875
