8657165453992,10,0.0,0
8657393561211,20,0.0,0
8657401776285,30,0.0,0
8657407629105,40,0.0,0
8657417619031,50,0.0,0
8657433996003,60,0.0,0
8657438321574,70,0.0,0
8657448206277,80,0.0,0
8657454863716,90,0.0,0
8657460118344,100,0.0,0
8657466900803,110,0.0,0
8657473325127,120,0.0,0
8657481144463,130,0.0,0
8657485983403,140,0.0,0
8657490712346,150,0.0,0
8657494879834,160,0.0,0
8657498995941,170,0.0,0
8657504730562,180,0.0,0
8657509411614,190,0.0,0
8657513239073,200,0.0,0
8657517048589,210,0.0,0
8657520538765,220,0.0,0
8657526630947,230,0.0,0
8657533680950,240,0.0,0
8657537726341,250,0.0,0
8657546275799,260,0.0,0
8657551740021,270,0.0,0
8657554518891,280,0.0,0
8657558519720,290,0.0,0
8657562279202,300,0.0,0
8657565767359,310,0.0,0
8657578105321,320,0.0,0
8657580995485,330,0.0,0
8657587962064,340,0.0,0
8657593873521,350,0.0,0
8657598864413,360,0.0,0
8657602756316,370,0.0,0
8657606214977,380,0.0,0
8657609109544,390,0.0,0
8657612155416,400,0.0,0
8657615437277,410,0.0,0
8657618495703,420,0.0,0
8657621569714,430,0.0,0
8657624722288,440,0.0,0
8657627656878,450,0.0,0
8657630864481,460,0.0,0
8657635975844,470,0.0,0
8657646144531,480,0.0,0
8657649180049,490,0.0,0
8657651790381,500,0.0,0
8657654995490,510,0.0,0
8657658123518,520,0.0,0
8657660920100,530,0.0,0
8657668197820,540,0.0,0
8657673484316,550,0.0,0
8657676365945,560,0.0,0
8657679057234,570,0.0,0
8657681656247,580,0.0,0
8657684726656,590,0.0,0
8657692574461,600,0.0,0
8657696595623,610,0.0,0
8657699105239,620,0.0,0
8657701845301,630,0.0,0
8657704606431,640,0.0,0
8657707152284,650,0.0,0
8657709523581,660,0.0,0
8657712679891,670,0.0,0
8657715645111,680,0.0,0
8657717966978,690,0.0,0
8657722507262,700,0.0,0
8657727311644,710,0.0,0
8657733352324,720,0.0,0
8657738554982,730,0.0,0
8657743385878,740,0.0,0
8657748251648,750,0.0,0
8657751176353,760,0.0,0
8657757722296,770,0.0,0
8657768312145,780,0.0,0
8657773126950,790,0.0,0
8657781053470,800,0.0,0
8657789198622,810,0.0,0
8657790820757,820,0.0,0
8657794665087,830,0.0,0
8657797417956,840,0.0,0
8657800100644,850,0.0,0
8657802186073,860,0.0,0
8657803750800,870,0.0,0
8657805054435,880,0.0,0
8657807858553,890,0.0,0
8657811057737,900,0.0,0
8657812976110,910,0.0,0
8657815142931,920,0.0,0
8657819113066,930,0.0,0
8657821183058,940,0.0,0
8657823046459,950,0.0,0
8657825534239,960,0.0,0
8657827825515,970,0.0,0
8657830362323,980,0.0,0
8657833831609,990,0.0,0
8657836102207,1000,0.0,0
